DATASET_TITLE,2011 Area Classification for Output Areas,,,,,,,,,,FROM,Jun-2011,Jun-2011,Jun-2011,Jun-2011,Jun-2011,Jun-2011
AREA_TYPE,Output Area,,,,,,,,,,TO,Jun-2011,Jun-2011,Jun-2011,Jun-2011,Jun-2011,Jun-2011
GEO_HIERARCHY,2011 Statistical Geography Hierarchy,,,,,,,,,,HEADING,Supergroup Name,Supergroup Code,Group Name,Group Code,Subgroup Name,Subgroup Code
,,,,,,,,,,,MEASUREMENT_UNIT,Classification,Classification,Classification,Classification,Classification,Classification
,,,,,,,,,,,STATISTICAL_UNIT,Areas,Areas,Areas,Areas,Areas,Areas
GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064333,E00064333,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064334,E00064334,,,Multicultural Metropolitans,4,Challenged Asian Terraces,4b,Asian Terraces and Flats,4b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064335,E00064335,,,Multicultural Metropolitans,4,Asian Traits,4c,Inner City Ethnic Mix,4c3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012756,Kingston upon Hull 025A,E00064336,E00064336,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064337,E00064337,,,Multicultural Metropolitans,4,Challenged Asian Terraces,4b,Asian Terraces and Flats,4b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064338,E00064338,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064339,E00064339,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012757,Kingston upon Hull 025B,E00064340,E00064340,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064341,E00064341,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012757,Kingston upon Hull 025B,E00064342,E00064342,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064343,E00064343,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064344,E00064344,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064345,E00064345,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064346,E00064346,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064347,E00064347,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064348,E00064348,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012757,Kingston upon Hull 025B,E00064349,E00064349,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012760,Kingston upon Hull 025D,E00064350,E00064350,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012759,Kingston upon Hull 025C,E00064351,E00064351,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064352,E00064352,,,Ethnicity Central,3,Ethnic Dynamics,3c,Constrained Neighbourhoods,3c1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064353,E00064353,,,Constrained City Dwellers,7,Challenged Diversity,7a,Transitional Eastern European Neighbourhoods,7a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064354,E00064354,,,Cosmopolitans,2,Students Around Campus,2a,Students and Professionals,2a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012762,Kingston upon Hull 018B,E00064355,E00064355,,,Cosmopolitans,2,Students Around Campus,2a,Students and Professionals,2a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012762,Kingston upon Hull 018B,E00064356,E00064356,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012758,Kingston upon Hull 018A,E00064357,E00064357,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064358,E00064358,,,Cosmopolitans,2,Comfortable Cosmopolitans,2c,Migrant Families,2c1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012762,Kingston upon Hull 018B,E00064359,E00064359,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012762,Kingston upon Hull 018B,E00064360,E00064360,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064361,E00064361,,,Cosmopolitans,2,Students Around Campus,2a,Students and Professionals,2a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012758,Kingston upon Hull 018A,E00064362,E00064362,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012762,Kingston upon Hull 018B,E00064363,E00064363,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002666,Kingston upon Hull 015,E01012761,Kingston upon Hull 015A,E00064364,E00064364,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012756,Kingston upon Hull 025A,E00064365,E00064365,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012756,Kingston upon Hull 025A,E00064366,E00064366,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012758,Kingston upon Hull 018A,E00064367,E00064367,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064368,E00064368,,,Cosmopolitans,2,Students Around Campus,2a,Students and Professionals,2a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064369,E00064369,,,Multicultural Metropolitans,4,Challenged Asian Terraces,4b,Asian Terraces and Flats,4b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012763,Kingston upon Hull 018C,E00064370,E00064370,,,Cosmopolitans,2,Students Around Campus,2a,Students and Professionals,2a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012758,Kingston upon Hull 018A,E00064371,E00064371,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002669,Kingston upon Hull 018,E01012758,Kingston upon Hull 018A,E00064372,E00064372,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012756,Kingston upon Hull 025A,E00064373,E00064373,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012756,Kingston upon Hull 025A,E00064374,E00064374,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012757,Kingston upon Hull 025B,E00064375,E00064375,,,Multicultural Metropolitans,4,Rented Family Living,4a,Social Renting New Arrivals,4a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002676,Kingston upon Hull 025,E01012757,Kingston upon Hull 025B,E00064376,E00064376,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012764,Kingston upon Hull 005A,E00064377,E00064377,,,Suburbanites,6,Semi-Detached Suburbia,6b,Semi-Detached Ageing,6b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012768,Kingston upon Hull 005C,E00064378,E00064378,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012764,Kingston upon Hull 005A,E00064379,E00064379,,,Suburbanites,6,Semi-Detached Suburbia,6b,Older Workers and Retirement,6b4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012768,Kingston upon Hull 005C,E00064380,E00064380,,,Hard-Pressed Living,8,Industrious Communities,8a,Industrious Transitions,8a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012769,Kingston upon Hull 005D,E00064381,E00064381,,,Suburbanites,6,Semi-Detached Suburbia,6b,Semi-Detached Ageing,6b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012769,Kingston upon Hull 005D,E00064382,E00064382,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012768,Kingston upon Hull 005C,E00064383,E00064383,,,Hard-Pressed Living,8,Industrious Communities,8a,Industrious Transitions,8a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012764,Kingston upon Hull 005A,E00064384,E00064384,,,Suburbanites,6,Semi-Detached Suburbia,6b,Older Workers and Retirement,6b4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012764,Kingston upon Hull 005A,E00064385,E00064385,,,Urbanites,5,Ageing Urban Living,5b,Self-Sufficient Retirement,5b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012765,Kingston upon Hull 005B,E00064386,E00064386,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012765,Kingston upon Hull 005B,E00064387,E00064387,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
